"gender","age","education","employment_status","income","household_size","children","lg","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","label","status"
"Female","18-30","Secondary school cert","Unemployed","Less than #30,000","6-May","No","Somolu",1,1,1,1,1,1,1,1,0,0,0,0,8,"Food Insecure"
"Male","18-30","Bachelors degree","Employed","#71,000 - #100,000","4-Mar","No","Oshodi-Isolo",1,1,1,1,1,1,1,1,0,1,0,0,9,"Food Insecure"
"Male","31-40","Bachelors degree","Employed","#101,000 - #150,000","6-May","Yes","Alimosho",1,1,0,0,1,0,0,0,0,1,0,0,4,"Food Insecure"
"Female","18-30","Bachelors degree","Employed","#71,000 - #100,000","4-Mar","No","Alimosho",1,1,1,1,1,1,1,0,0,0,0,0,7,"Food Insecure"
"Male","31-40","Bachelors degree","Employed","#101,000 - #150,000","6-May","Yes","Alimosho",1,1,0,0,1,0,0,0,0,1,0,0,4,"Food Insecure"
"Female","18-30","Bachelors degree","Employed","#71,000 - #100,000","6-May","No","Alimosho",1,0,1,0,0,0,0,0,0,0,1,0,3,"Food Insecure"
"Female","18-30","Bachelors degree","Employed","#71,000 - #100,000","4-Mar","Yes","Alimosho",1,1,1,1,1,1,1,1,0,0,0,0,8,"Food Insecure"
"Female","18-30","Bachelors degree","Employed","#101,000 - #150,000","4-Mar","Yes","Alimosho",1,1,1,1,1,1,1,1,0,0,0,0,8,"Food Insecure"
"Male","41 and above","Bachelors degree","Employed","#71,000 - #100,000","6-May","Yes","Alimosho",0,0,0,0,0,0,0,0,0,0,0,0,0,"Food secure"
"Female","41 and above","Secondary school cert","Employed","#151,000 - #200,000","10-Jul","Yes","Alimosho",1,0,1,1,1,1,1,1,0,0,0,0,7,"Food Insecure"
"Female","18-30","Secondary school cert","Employed","Less than #30,000","6-May","Yes","Alimosho",1,1,0,1,1,1,0,1,0,0,1,1,8,"Food Insecure"
"Male","31-40","Masters degree","Employed","#101,000 - #150,000","6-May","No","Ikeja",1,1,1,1,1,1,1,1,1,1,0,0,10,"Food Insecure"
"Male","41 and above","Bachelors degree","Employed","#71,000 - #100,000","4-Mar","Yes","Alimosho",0,0,0,1,1,1,1,1,0,0,0,0,5,"Food Insecure"
"Female","31-40","Bachelors degree","Employed","#31,000 - #70,000","4-Mar","Yes","Agege",1,1,0,1,1,1,0,0,0,0,0,0,5,"Food Insecure"
"Female","18-30","Secondary school cert","Employed","#31,000 - #70,000","10-Jul","Yes","Agege",1,1,0,0,0,0,0,0,0,0,0,0,2,"Food secure"
"Female","31-40","Masters degree","Employed","#151,000 - #200,000","6-May","Yes","Agege",0,0,0,0,0,0,0,0,0,0,0,0,0,"Food secure"
"Female","31-40","Bachelors degree","Employed","#101,000 - #150,000","4-Mar","Yes","Ikeja",1,0,0,0,0,0,0,0,0,0,1,0,2,"Food secure"
"Male","31-40","Bachelors degree","Employed","#101,000 - #150,000","10-Jul","No","Agege",1,1,1,0,1,1,1,0,0,1,1,1,9,"Food Insecure"
"Female","31-40","Bachelors degree","Unemployed","#301,000 - #500,000","10-Jul","Yes","Agege",1,0,0,1,1,1,1,0,0,0,1,1,7,"Food Insecure"
"Female","31-40","Masters degree","Employed","#151,000 - #200,000","4-Mar","Yes","Alimosho",1,0,1,1,1,1,0,0,0,0,0,0,5,"Food Insecure"
"Male","31-40","Bachelors degree","Employed","Above #500,000","6-May","Yes","Agege",0,0,0,0,0,0,0,0,0,0,0,0,0,"Food secure"
"Female","41 and above","Bachelors degree","Employed","#101,000 - #150,000","6-May","Yes","Agege",1,1,1,0,0,1,0,0,0,0,0,0,4,"Food Insecure"
"Female","31-40","Masters degree","Employed","#101,000 - #150,000","4-Mar","Yes","Kosofe",1,0,0,1,0,1,0,0,0,0,0,0,3,"Food Insecure"
"Female","31-40","Bachelors degree","Employed","#151,000 - #200,000","6-May","Yes","Agege",1,1,1,1,1,1,0,0,0,0,0,0,6,"Food Insecure"
"Female","31-40","Bachelors degree","Employed","#71,000 - #100,000","4-Mar","Yes","Agege",1,1,0,1,1,0,1,0,0,0,1,1,7,"Food Insecure"
"Female","31-40","Bachelors degree","Employed","#71,000 - #100,000","10-Jul","No","Agege",1,1,1,1,1,1,1,1,0,0,0,0,8,"Food Insecure"
"Male","18-30","Bachelors degree","Employed","#31,000 - #70,000","10-Jul","No","Alimosho",1,1,0,0,1,1,0,0,0,1,0,0,5,"Food Insecure"
"Female","31-40","Bachelors degree","Employed","Above #500,000","4-Mar","Yes","Agege",1,0,0,0,0,0,0,0,0,0,0,0,1,"Food secure"
"Female","41 and above","Bachelors degree","Employed","#301,000 - #500,000","6-May","Yes","Agege",0,0,0,0,1,0,0,0,0,0,0,0,1,"Food secure"
"Female","18-30","Bachelors degree","Employed","#301,000 - #500,000","4-Mar","Yes","Alimosho",0,0,0,0,0,0,0,0,0,0,0,0,0,"Food secure"
"Male","31-40","Bachelors degree","Employed","#31,000 - #70,000","6-May","Yes","Agege",1,1,1,1,1,1,1,1,1,1,0,0,10,"Food Insecure"
"Female","31-40","Bachelors degree","Employed","#31,000 - #70,000","4-Mar","Yes","Agege",1,1,1,1,1,1,1,1,0,0,0,0,8,"Food Insecure"
"Female","18-30","Masters degree","Employed","Above #500,000","6-May","No","Agege",0,0,0,0,0,0,0,0,0,0,1,1,2,"Food secure"
"Female","31-40","Masters degree","Employed","#71,000 - #100,000","4-Mar","Yes","Agege",1,1,1,1,1,1,0,0,0,0,0,0,6,"Food Insecure"
"Female","31-40","Masters degree","Employed","#201,000 - #300,000","6-May","Yes","Agege",0,0,0,0,0,0,0,0,0,0,0,0,0,"Food secure"
"Female","18-30","Masters degree","Employed","#201,000 - #300,000","2-Jan","No","Agege",0,0,0,0,0,0,0,0,0,0,1,1,2,"Food secure"
"Male","41 and above","Bachelors degree","Employed","#301,000 - #500,000","10-Jul","Yes","Agege",1,1,1,0,0,1,1,0,0,0,0,0,5,"Food Insecure"
"Female","31-40","Bachelors degree","Employed","#151,000 - #200,000","6-May","Yes","Agege",0,0,0,0,0,0,0,0,0,0,0,0,0,"Food secure"
"Female","18-30","Bachelors degree","Employed","#71,000 - #100,000","10-Jul","No","Agege",1,1,1,1,1,1,1,1,0,0,0,0,8,"Food Insecure"
"Male","31-40","Bachelors degree","Employed","#101,000 - #150,000","2-Jan","Yes","Agege",1,0,1,1,1,0,0,0,0,0,0,0,4,"Food Insecure"
"Female","18-30","Bachelors degree","Employed","#101,000 - #150,000","2-Jan","No","Agege",1,0,0,1,1,1,0,0,0,0,0,0,4,"Food Insecure"
"Male","31-40","Bachelors degree","Employed","#101,000 - #150,000","2-Jan","No","Agege",1,1,1,1,1,0,0,0,0,1,0,0,6,"Food Insecure"
"Female","18-30","Bachelors degree","Employed","#31,000 - #70,000","4-Mar","Yes","Agege",1,0,0,0,0,1,0,0,0,0,0,0,2,"Food secure"
"Female","18-30","Bachelors degree","Employed","#31,000 - #70,000","6-May","No","Agege",1,1,1,1,1,1,1,1,0,0,0,0,8,"Food Insecure"
"Female","31-40","Bachelors degree","Employed","#151,000 - #200,000","4-Mar","Yes","Agege",1,1,1,0,1,1,0,0,0,0,0,0,5,"Food Insecure"
"Female","31-40","Bachelors degree","Employed","#151,000 - #200,000","6-May","Yes","Agege",0,0,0,0,0,0,0,0,0,0,0,0,0,"Food secure"
"Female","31-40","Bachelors degree","Employed","Above #500,000","6-May","Yes","Alimosho",0,0,0,0,0,0,0,0,0,0,1,1,2,"Food secure"
"Female","18-30","Bachelors degree","Employed","#31,000 - #70,000","2-Jan","No","Ikeja",1,1,1,1,1,1,1,1,1,0,1,1,11,"Food Insecure"
"Female","18-30","Bachelors degree","Employed","#301,000 - #500,000","6-May","Yes","Agege",1,0,0,0,0,0,0,0,0,0,0,0,1,"Food secure"
"Female","31-40","Masters degree","Employed","#201,000 - #300,000","4-Mar","Yes","Agege",0,0,0,1,1,1,1,1,0,1,0,0,6,"Food Insecure"
"Female","41 and above","Masters degree","Employed","#151,000 - #200,000","6-May","No","Agege",1,1,1,0,0,0,0,0,0,0,1,1,5,"Food Insecure"
"Female","18-30","Bachelors degree","Employed","#151,000 - #200,000","4-Mar","Yes","Agege",0,0,1,1,1,1,1,1,0,0,0,0,6,"Food Insecure"
"Male","18-30","Bachelors degree","Employed","#201,000 - #300,000","2-Jan","No","Ifako Ijaye",0,0,0,0,0,0,0,0,0,0,1,1,2,"Food secure"
"Female","41 and above","Masters degree","Employed","#101,000 - #150,000","6-May","Yes","Agege",1,1,1,0,1,0,0,0,0,1,0,0,5,"Food Insecure"
"Female","18-30","Bachelors degree","Employed","#31,000 - #70,000","10-Jul","Yes","Alimosho",1,1,1,1,1,1,1,1,0,1,0,0,9,"Food Insecure"
"Male","18-30","Bachelors degree","Employed","#71,000 - #100,000","10-Jul","No","Alimosho",1,1,1,0,0,0,0,1,0,0,1,1,6,"Food Insecure"
"Female","41 and above","Secondary school cert","Employed","Less than #30,000","6-May","Yes","Alimosho",1,1,0,0,0,1,1,0,0,0,0,0,4,"Food Insecure"
"Male","18-30","Bachelors degree","Employed","#71,000 - #100,000","2-Jan","No","Mushin",1,1,1,1,1,1,1,0,0,1,0,0,8,"Food Insecure"
"Male","31-40","Bachelors degree","Employed","#71,000 - #100,000","6-May","Yes","Oshodi-Isolo",1,1,1,1,1,1,0,1,1,1,1,1,11,"Food Insecure"
"Male","31-40","Masters degree","Employed","#101,000 - #150,000","6-May","Yes","Mushin",1,1,1,1,1,0,1,0,1,1,1,1,10,"Food Insecure"
"Male","31-40","Bachelors degree","Employed","#71,000 - #100,000","4-Mar","No","Mushin",1,1,1,1,1,0,1,1,0,1,1,1,10,"Food Insecure"
"Male","18-30","Bachelors degree","Employed","#31,000 - #70,000","4-Mar","No","Mushin",1,1,1,0,1,1,1,0,0,1,0,0,7,"Food Insecure"
"Female","18-30","Secondary school cert","Employed","#31,000 - #70,000","6-May","No","Mushin",0,0,0,0,0,0,0,0,0,0,0,0,0,"Food secure"
"Male","31-40","Bachelors degree","Employed","#31,000 - #70,000","6-May","Yes","Mushin",1,1,1,1,1,1,1,0,0,1,1,1,10,"Food Insecure"
"Female","18-30","Bachelors degree","Employed","Less than #30,000","4-Mar","No","Ifako Ijaye",1,1,1,1,1,1,1,1,1,1,1,1,12,"Food Insecure"
"Male","31-40","Bachelors degree","Employed","#71,000 - #100,000","6-May","No","Oshodi-Isolo",1,1,1,0,1,1,1,0,1,1,0,0,8,"Food Insecure"
"Male","31-40","Bachelors degree","Employed","#101,000 - #150,000","4-Mar","No","Kosofe",1,1,1,1,1,0,1,1,0,1,1,1,10,"Food Insecure"
"Male","31-40","Bachelors degree","Employed","#71,000 - #100,000","4-Mar","Yes","Oshodi-Isolo",1,1,1,0,1,0,1,1,1,1,0,0,8,"Food Insecure"
"Male","18-30","Bachelors degree","Employed","#31,000 - #70,000","6-May","No","Kosofe",1,1,1,1,1,1,1,1,1,1,0,0,10,"Food Insecure"
"Male","18-30","Bachelors degree","Employed","#31,000 - #70,000","4-Mar","No","Kosofe",1,1,1,1,1,1,1,0,1,1,0,0,9,"Food Insecure"
"Female","18-30","Secondary school cert","Unemployed","#31,000 - #70,000","4-Mar","No","Kosofe",0,0,0,0,0,1,1,1,1,1,0,0,5,"Food Insecure"
"Male","18-30","Secondary school cert","Employed","Above #500,000","4-Mar","No","Kosofe",0,0,0,0,0,0,0,0,0,0,1,1,2,"Food secure"
"Female","18-30","Bachelors degree","Employed","Less than #30,000","10-Jul","Yes","Oshodi-Isolo",1,1,1,1,1,1,1,0,0,1,0,0,8,"Food Insecure"
"Male","31-40","Bachelors degree","Employed","#71,000 - #100,000","6-May","Yes","Oshodi-Isolo",1,1,1,0,1,0,1,1,0,1,1,1,9,"Food Insecure"
"Male","18-30","Bachelors degree","Employed","#31,000 - #70,000","6-May","Yes","Oshodi-Isolo",1,1,1,1,1,1,1,1,0,1,0,1,10,"Food Insecure"
"Male","41 and above","Masters degree","Employed","#71,000 - #100,000","4-Mar","Yes","Oshodi-Isolo",1,0,1,1,1,0,1,0,1,1,1,1,9,"Food Insecure"
"Female","41 and above","Secondary school cert","Employed","#71,000 - #100,000","10-Jul","Yes","Oshodi-Isolo",1,0,1,1,1,1,1,1,1,1,1,1,11,"Food Insecure"
"Female","41 and above","Secondary school cert","Employed","#101,000 - #150,000","10-Jul","Yes","Oshodi-Isolo",1,0,0,1,1,0,0,0,0,0,1,1,5,"Food Insecure"
"Female","41 and above","Secondary school cert","Employed","#201,000 - #300,000","4-Mar","Yes","Oshodi-Isolo",0,0,0,0,0,0,0,0,0,0,0,0,0,"Food secure"
"Male","18-30","Masters degree","Employed","#101,000 - #150,000","10-Jul","No","Mushin",1,1,1,1,1,1,1,1,0,1,1,0,10,"Food Insecure"
"Female","31-40","Bachelors degree","Employed","#71,000 - #100,000","4-Mar","Yes","Oshodi-Isolo",1,1,1,1,1,1,1,1,1,1,0,0,10,"Food Insecure"
"Female","18-30","Secondary school cert","Employed","#71,000 - #100,000","10-Jul","Yes","Mushin",1,1,1,1,1,1,1,1,1,1,0,0,10,"Food Insecure"
"Female","18-30","Bachelors degree","Employed","#201,000 - #300,000","4-Mar","Yes","Kosofe",0,0,0,1,1,0,0,0,0,0,0,0,2,"Food secure"
"Female","31-40","Masters degree","Employed","#101,000 - #150,000","4-Mar","Yes","Ikeja",1,0,0,0,0,0,0,0,0,0,0,0,1,"Food secure"
"Male","31-40","Masters degree","Employed","#101,000 - #150,000","6-May","Yes","Agege",1,0,0,1,1,1,0,0,0,0,0,0,4,"Food Insecure"
"Male","31-40","Bachelors degree","Employed","Less than #30,000","2-Jan","No","Ikeja",1,1,1,1,1,1,1,1,0,0,0,1,9,"Food Insecure"
"Male","18-30","Bachelors degree","Employed","Less than #30,000","4-Mar","Yes","Ikeja",1,1,1,1,0,1,1,1,1,1,1,1,11,"Food Insecure"
"Female","31-40","Bachelors degree","Employed","#101,000 - #150,000","6-May","Yes","Ikeja",1,1,1,1,1,1,1,1,0,0,0,0,8,"Food Insecure"
"Female","31-40","Bachelors degree","Employed","#31,000 - #70,000","6-May","Yes","Ikeja",1,1,1,1,1,1,1,1,1,1,1,1,12,"Food Insecure"
"Female","41 and above","Secondary school cert","Employed","Less than #30,000","4-Mar","Yes","Ifako Ijaye",1,1,1,1,1,1,1,1,1,1,1,1,12,"Food Insecure"
"Female","18-30","Secondary school cert","Employed","Less than #30,000","6-May","No","Kosofe",1,1,1,0,1,1,1,1,0,0,0,0,7,"Food Insecure"
"Male","18-30","Secondary school cert","Employed","#31,000 - #70,000","2-Jan","No","Ikeja",1,1,0,1,1,1,1,1,1,1,0,0,9,"Food Insecure"
"Female","18-30","Bachelors degree","Employed","Less than #30,000","4-Mar","Yes","Ifako Ijaye",1,1,1,1,1,1,1,1,1,1,1,1,12,"Food Insecure"
"Female","18-30","Secondary school cert","Employed","Less than #30,000","4-Mar","No","Ifako Ijaye",1,1,0,1,1,1,1,1,0,0,0,0,7,"Food Insecure"
"Female","31-40","Secondary school cert","Employed","Less than #30,000","4-Mar","Yes","Ifako Ijaye",1,1,1,1,1,1,1,1,0,1,0,1,10,"Food Insecure"
"Male","31-40","Secondary school cert","Employed","#31,000 - #70,000","6-May","Yes","Ifako Ijaye",1,1,1,1,1,1,1,0,0,1,0,1,9,"Food Insecure"
"Male","31-40","Secondary school cert","Employed","#31,000 - #70,000","6-May","Yes","Ifako Ijaye",1,1,1,1,1,1,1,0,0,1,1,1,10,"Food Insecure"
"Female","41 and above","Secondary school cert","Employed","#31,000 - #70,000","6-May","Yes","Ifako Ijaye",1,1,1,1,1,1,1,0,1,1,0,0,9,"Food Insecure"
"Female","31-40","Secondary school cert","Employed","#31,000 - #70,000","6-May","Yes","Ifako Ijaye",1,1,1,1,1,1,1,0,0,1,0,1,9,"Food Insecure"
"Female","41 and above","Secondary school cert","Employed","#31,000 - #70,000","6-May","Yes","Ifako Ijaye",1,1,1,1,1,1,1,0,0,0,0,0,7,"Food Insecure"
"Female","31-40","Bachelors degree","Unemployed","#31,000 - #70,000","2-Jan","Yes","Agege",1,1,1,1,1,1,1,0,0,0,0,0,7,"Food Insecure"
"Female","41 and above","Bachelors degree","Employed","#31,000 - #70,000","6-May","Yes","Alimosho",1,1,1,1,1,1,0,1,0,0,0,0,7,"Food Insecure"
"Female","41 and above","Secondary school cert","Employed","#31,000 - #70,000","4-Mar","No","Ikeja",1,1,1,1,1,1,1,1,1,1,0,0,10,"Food Insecure"
"Female","41 and above","Secondary school cert","Employed","Less than #30,000","4-Mar","Yes","Alimosho",1,1,0,1,1,1,0,0,0,0,0,0,5,"Food Insecure"
"Female","31-40","Secondary school cert","Employed","#71,000 - #100,000","4-Mar","Yes","Ifako Ijaye",1,1,1,0,0,1,1,0,0,0,0,0,5,"Food Insecure"
"Female","31-40","Secondary school cert","Employed","Less than #30,000","6-May","Yes","Ifako Ijaye",1,1,1,1,1,1,1,1,1,1,0,0,10,"Food Insecure"
"Male","18-30","Bachelors degree","Employed","#71,000 - #100,000","2-Jan","No","Agege",1,1,1,1,1,1,1,0,0,1,0,0,8,"Food Insecure"
"Male","31-40","Bachelors degree","Employed","#151,000 - #200,000","6-May","Yes","Ikeja",1,1,0,1,1,0,1,0,0,0,1,1,7,"Food Insecure"
"Male","31-40","Masters degree","Employed","Above #500,000","4-Mar","Yes","Ikeja",0,0,0,0,0,0,0,0,0,0,0,0,0,"Food secure"
"Male","31-40","Bachelors degree","Employed","#31,000 - #70,000","4-Mar","Yes","Agege",1,1,1,1,1,1,1,1,0,0,1,1,10,"Food Insecure"
"Male","31-40","Masters degree","Employed","Above #500,000","4-Mar","Yes","Somolu",1,0,1,1,1,1,1,0,0,0,0,0,6,"Food Insecure"
"Female","18-30","Bachelors degree","Employed","#71,000 - #100,000","4-Mar","No","Somolu",1,0,0,0,0,0,0,0,0,0,1,1,3,"Food Insecure"
"Male","18-30","Bachelors degree","Employed","#31,000 - #70,000","4-Mar","No","Ikeja",1,0,0,1,1,1,1,0,0,1,0,0,6,"Food Insecure"
"Male","18-30","Bachelors degree","Employed","#151,000 - #200,000","4-Mar","No","Ikeja",0,0,1,0,0,0,0,0,0,0,1,1,3,"Food Insecure"
"Male","41 and above","Bachelors degree","Employed","#71,000 - #100,000","4-Mar","Yes","Agege",1,1,1,1,1,1,1,1,0,0,1,1,10,"Food Insecure"
"Female","18-30","Bachelors degree","Employed","#101,000 - #150,000","4-Mar","Yes","Oshodi-Isolo",1,1,1,1,1,1,0,1,0,0,0,0,7,"Food Insecure"
"Male","18-30","Bachelors degree","Employed","#71,000 - #100,000","2-Jan","No","Mushin",1,1,1,0,0,0,0,0,0,0,0,0,3,"Food Insecure"
"Male","18-30","Bachelors degree","Unemployed","#151,000 - #200,000","6-May","No","Agege",1,1,1,0,0,0,1,0,0,0,0,0,4,"Food Insecure"
"Female","18-30","Bachelors degree","Employed","#101,000 - #150,000","4-Mar","No","Mushin",1,1,1,0,0,0,0,0,0,0,0,0,3,"Food Insecure"
"Male","41 and above","Bachelors degree","Employed","#151,000 - #200,000","10-Jul","Yes","Alimosho",0,0,0,0,0,0,0,0,0,0,0,0,0,"Food secure"
"Male","41 and above","Bachelors degree","Employed","#301,000 - #500,000","6-May","Yes","Oshodi-Isolo",0,0,1,0,0,1,0,0,0,0,0,0,2,"Food secure"
"Male","41 and above","Bachelors degree","Unemployed","#101,000 - #150,000","6-May","Yes","Kosofe",1,1,1,1,1,1,1,1,0,0,1,1,10,"Food Insecure"
"Female","41 and above","Bachelors degree","Employed","#201,000 - #300,000","4-Mar","No","Alimosho",1,0,0,0,0,0,0,0,0,0,0,0,1,"Food secure"
"Male","31-40","Masters degree","Employed","#101,000 - #150,000","6-May","Yes","Ifako Ijaye",1,1,1,0,0,1,1,1,0,0,0,0,6,"Food Insecure"
"Male","41 and above","Bachelors degree","Employed","#101,000 - #150,000","6-May","Yes","Alimosho",1,1,1,1,1,1,1,1,0,0,0,0,8,"Food Insecure"
"Male","18-30","Bachelors degree","Employed","#101,000 - #150,000","10-Jul","No","Alimosho",1,1,0,0,0,0,0,0,0,0,1,1,4,"Food Insecure"
"Male","18-30","Bachelors degree","Employed","#151,000 - #200,000","6-May","No","Alimosho",1,1,1,1,1,1,0,0,0,1,0,0,7,"Food Insecure"
"Male","31-40","Masters degree","Employed","#101,000 - #150,000","4-Mar","Yes","Ikeja",1,1,0,1,0,1,0,0,0,0,0,0,4,"Food Insecure"
"Female","31-40","Masters degree","Employed","#151,000 - #200,000","2-Jan","No","Alimosho",0,0,0,0,0,0,0,0,0,0,0,1,1,"Food secure"
"Female","31-40","Masters degree","Employed","#151,000 - #200,000","6-May","Yes","Oshodi-Isolo",1,1,1,0,0,0,0,0,0,0,0,0,3,"Food Insecure"
"Female","41 and above","Masters degree","Employed","#201,000 - #300,000","4-Mar","Yes","Ikeja",1,0,0,0,0,0,0,0,0,0,0,0,1,"Food secure"
"Female","31-40","Masters degree","Employed","#201,000 - #300,000","6-May","Yes","Ikeja",0,0,0,0,0,0,0,0,0,0,0,0,0,"Food secure"
"Female","41 and above","Bachelors degree","Employed","#101,000 - #150,000","6-May","Yes","Ifako Ijaye",1,1,1,0,0,0,0,0,0,0,0,0,3,"Food Insecure"
"Male","18-30","Bachelors degree","Unemployed","#31,000 - #70,000","6-May","No","Ifako Ijaye",1,1,1,1,0,1,1,1,1,0,1,1,10,"Food Insecure"
"Female","18-30","Bachelors degree","Employed","#101,000 - #150,000","4-Mar","Yes","Alimosho",1,1,1,1,1,1,1,0,0,0,0,0,7,"Food Insecure"
"Male","31-40","Bachelors degree","Employed","#301,000 - #500,000","4-Mar","No","Alimosho",1,0,0,0,0,0,0,0,0,0,0,0,1,"Food secure"
"Female","31-40","Masters degree","Employed","Less than #30,000","2-Jan","Yes","Oshodi-Isolo",1,1,0,1,1,1,1,1,0,0,1,1,9,"Food Insecure"
"Male","31-40","Masters degree","Employed","Above #500,000","4-Mar","Yes","Ikeja",1,1,1,1,1,0,0,0,0,0,0,0,5,"Food Insecure"
"Female","31-40","Masters degree","Employed","#101,000 - #150,000","10-Jul","Yes","Ifako Ijaye",1,1,1,1,1,1,1,1,0,0,1,1,10,"Food Insecure"
"Female","18-30","Bachelors degree","Employed","Less than #30,000","2-Jan","No","Ifako Ijaye",1,1,1,1,1,1,0,1,0,0,1,1,9,"Food Insecure"
"Male","31-40","Bachelors degree","Employed","#151,000 - #200,000","2-Jan","No","Oshodi-Isolo",0,0,0,0,0,0,0,0,0,0,0,0,0,"Food secure"
"Male","18-30","Bachelors degree","Unemployed","#31,000 - #70,000","6-May","Yes","Kosofe",1,0,1,0,1,1,0,0,0,1,0,0,5,"Food Insecure"
"Female","18-30","Bachelors degree","Employed","#101,000 - #150,000","2-Jan","No","Agege",1,0,0,0,0,0,0,0,0,0,1,1,3,"Food Insecure"
"Male","31-40","Masters degree","Employed","#101,000 - #150,000","4-Mar","No","Oshodi-Isolo",1,1,1,1,1,1,1,1,0,0,0,0,8,"Food Insecure"
"Male","18-30","Bachelors degree","Employed","#151,000 - #200,000","6-May","No","Kosofe",1,1,0,0,0,1,0,0,0,0,1,1,5,"Food Insecure"
"Male","41 and above","Bachelors degree","Employed","#71,000 - #100,000","6-May","No","Alimosho",1,1,1,1,1,1,1,0,0,0,0,0,7,"Food Insecure"
"Female","18-30","Bachelors degree","Employed","#31,000 - #70,000","6-May","No","Mushin",1,1,1,1,1,1,1,1,1,1,0,0,10,"Food Insecure"
"Female","18-30","Bachelors degree","Employed","#101,000 - #150,000","2-Jan","No","Ifako Ijaye",0,0,0,0,0,0,0,0,0,0,0,0,0,"Food secure"
"Female","18-30","Bachelors degree","Employed","#31,000 - #70,000","2-Jan","No","Alimosho",1,1,0,1,1,1,1,1,0,0,0,0,7,"Food Insecure"
"Male","18-30","Bachelors degree","Employed","#151,000 - #200,000","10-Jul","No","Alimosho",1,1,0,0,0,0,0,0,0,0,0,0,2,"Food secure"
"Female","18-30","Secondary school cert","Employed","Less than #30,000","4-Mar","No","Mushin",1,1,0,1,1,1,1,0,0,1,1,1,9,"Food Insecure"
"Female","18-30","Bachelors degree","Employed","#151,000 - #200,000","4-Mar","No","Kosofe",1,1,1,1,1,1,1,1,0,0,1,0,9,"Food Insecure"
"Male","18-30","Secondary school cert","Employed","Less than #30,000","10-Jul","No","Mushin",1,1,1,1,1,1,1,1,1,0,0,0,9,"Food Insecure"
"Male","18-30","Bachelors degree","Employed","#301,000 - #500,000","2-Jan","No","Oshodi-Isolo",0,0,0,1,1,1,1,1,1,1,0,0,7,"Food Insecure"
"Male","18-30","Masters degree","Unemployed","Above #500,000","10-Jul","Yes","Mushin",1,0,0,1,1,1,0,0,1,0,0,1,6,"Food Insecure"
"Male","31-40","Bachelors degree","Employed","#71,000 - #100,000","10-Jul","Yes","Oshodi-Isolo",0,1,0,1,1,0,1,0,0,0,0,0,4,"Food Insecure"
"Female","18-30","Bachelors degree","Employed","#31,000 - #70,000","6-May","Yes","Mushin",1,1,0,1,0,1,1,1,0,0,1,1,8,"Food Insecure"
"Female","18-30","Bachelors degree","Employed","#31,000 - #70,000","6-May","No","Agege",1,0,0,0,0,0,0,0,0,0,0,0,1,"Food secure"
"Female","18-30","Bachelors degree","Employed","Above #500,000","6-May","No","Kosofe",0,0,0,0,0,0,0,0,0,0,0,0,0,"Food secure"
"Female","18-30","Bachelors degree","Employed","#31,000 - #70,000","6-May","Yes","Alimosho",1,1,1,1,1,1,1,0,0,0,0,0,7,"Food Insecure"
"Female","18-30","Bachelors degree","Unemployed","#101,000 - #150,000","4-Mar","Yes","Kosofe",1,1,1,1,1,1,1,1,0,0,1,1,10,"Food Insecure"
"Female","31-40","Masters degree","Employed","#201,000 - #300,000","6-May","Yes","Ifako Ijaye",1,1,0,1,1,0,0,0,0,0,0,0,4,"Food Insecure"
"Male","18-30","Masters degree","Employed","Above #500,000","10-Jul","Yes","Alimosho",0,0,0,0,0,0,0,0,0,0,0,0,0,"Food secure"
"Female","31-40","Bachelors degree","Employed","#101,000 - #150,000","4-Mar","Yes","Ifako Ijaye",1,1,1,1,1,1,1,1,0,0,0,0,8,"Food Insecure"
"Female","41 and above","Bachelors degree","Employed","#31,000 - #70,000","6-May","Yes","Ifako Ijaye",1,1,1,1,1,1,1,1,1,1,0,0,10,"Food Insecure"
"Female","18-30","Bachelors degree","Unemployed","#301,000 - #500,000","6-May","Yes","Ikeja",1,1,1,1,1,1,1,1,0,0,0,0,8,"Food Insecure"
"Female","31-40","Masters degree","Employed","#71,000 - #100,000","4-Mar","Yes","Ikeja",1,1,1,1,1,1,1,0,0,0,1,1,9,"Food Insecure"
"Female","31-40","Masters degree","Employed","#151,000 - #200,000","4-Mar","Yes","Ifako Ijaye",1,1,0,1,1,0,0,0,0,0,0,0,4,"Food Insecure"
"Female","31-40","Secondary school cert","Employed","#31,000 - #70,000","6-May","Yes","Ikeja",1,1,1,1,1,1,1,0,1,1,0,1,10,"Food Insecure"
"Female","41 and above","Masters degree","Employed","#151,000 - #200,000","6-May","Yes","Oshodi-Isolo",1,1,1,1,1,1,1,0,0,0,1,1,9,"Food Insecure"
"Female","41 and above","Bachelors degree","Employed","#71,000 - #100,000","4-Mar","No","Mushin",1,1,1,0,0,1,0,1,0,0,1,1,7,"Food Insecure"
"Male","18-30","Bachelors degree","Employed","#301,000 - #500,000","2-Jan","No","Alimosho",0,0,1,1,1,0,0,0,0,0,0,1,4,"Food Insecure"
"Female","18-30","Bachelors degree","Employed","#151,000 - #200,000","6-May","No","Somolu",1,1,0,0,0,1,1,0,0,0,1,1,6,"Food Insecure"
"Female","41 and above","Bachelors degree","Employed","#31,000 - #70,000","6-May","Yes","Kosofe",0,0,0,1,1,1,0,0,0,0,1,1,5,"Food Insecure"
